Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LFC,China Life Insurance Company Limited,11.33,$64.05B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,32.98,$135.06B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl
COE,China Online Education Group,24.54,$525.34M,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,41.57,$50.33B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
ZNH,China Southern Airlines Company Limited,28.6,$8.77B,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,33.25,$26.91B,2002,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,6.7,$20.5B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chu
CYD,China Yuchai International Limited,17.55,$717.06M,1994,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cyd
CMG,"Chipotle Mexican Grill, Inc.",1326.17,$37.11B,2006,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",93.82,$5.19B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/chh
CB,Chubb Limited,137.69,$62.15B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb
CHT,"Chunghwa Telecom Co., Ltd.",38.62,$29.96B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",90.5,$22.48B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd
CCX,Churchill Capital Corp II,10.07,$868.54M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ccx
CCX.U,Churchill Capital Corp II,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/ccx.u
CCX.WS,Churchill Capital Corp II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccx.ws
CCIV,Churchill Capital Corp IV,9.72,$2.01B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/cciv
CCIV.U,Churchill Capital Corp IV,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/cciv.u
CCIV.WS,Churchill Capital Corp IV,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cciv.ws
CIEN,Ciena Corporation,42.3,$6.53B,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien
CI,Cigna Corporation,201.47,$73.98B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,26.93,$2.75B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,15.18,$769.33M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,48.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,9.01,$1.06B,2007,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,11.38,$224.95M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",28.5,$569.92M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cir
CIT,CIT Group Inc (DEL),31.97,$3.15B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cit
CIT^B,CIT Group Inc (DEL),25.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cit^b
CCAC,CITIC Capital Acquisition Corp.,9.8,$338.1M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ccac
CCAC.U,CITIC Capital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccac.u
CCAC.WS,CITIC Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccac.ws
BLW,Citigroup Inc.,14.82,$529.65M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/blw
C,Citigroup Inc.,42.71,$88.92B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c
C^J,Citigroup Inc.,28.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,27.55,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^k
C^N,Citigroup Inc.,27.39,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^s
CFG,"Citizens Financial Group, Inc.",27.71,$11.83B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg
CFG^D,"Citizens Financial Group, Inc.",26.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^d
CFG^E,"Citizens Financial Group, Inc.",25.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^e
CIA,"Citizens, Inc.",5.56,$279.98M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",6.34,$275.14M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio
CIO^A,"City Office REIT, Inc.",24.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,0.7274,$124.08M,2014,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/cveo
CCC,Clarivate Plc,31.14,$18.87B,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc
CLH,"Clean Harbors, Inc.",65.01,$3.62B,n/a,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",0.9958,$465.37M,2005,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,9.4,$134.82M,2011,n/a,n/a,https://old.nasdaq.com/symbol/emo
CEM,ClearBridge MLP and Midstream Fund Inc.,12.08,$170.12M,2010,n/a,n/a,https://old.nasdaq.com/symbol/cem
CTR,ClearBridge MLP and Midstream Total Return Fund In,10.51,$80.72M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,33.7,$558.52M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/clw
CWEN,"Clearway Energy, Inc.",29.52,$5.92B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cwen
CWEN.A,"Clearway Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cwen.a
CLF,Cleveland-Cliffs Inc.,8.36,$3.34B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/clf
CLII.U,Climate Change Crisis Real Impact I Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/clii.u
CLPR,Clipper Realty Inc.,5.4,$96.2M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),218.08,$27.49B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/clx
CLDR,"Cloudera, Inc.",10.41,$3.25B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cldr
NET,"Cloudflare, Inc.",64.47,$19.71B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net
CMS,CMS Energy Corporation,64.18,$18.38B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,111.95,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms^b
CMSA,CMS Energy Corporation,27.07,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsa
CMSC,CMS Energy Corporation,27.48,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsc
CMSD,CMS Energy Corporation,27.38,n/a,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsd
CNA,CNA Financial Corporation,32.57,$8.84B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cna
CNF,CNFinance Holdings Limited,3.08,$211.23M,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cnf
CNHI,CNH Industrial N.V.,9.31,$12.58B,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",18.82,$2.61B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/cno
CEO,CNOOC Limited,94.21,$42.06B,2001,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo
CNX,CNX Resources Corporation,8.74,$1.96B,1999,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,41.75,$8.77B,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),49.45,$212.51B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ko
CCEP,Coca-Cola European Partners plc,34.03,$15.47B,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep
CDE,"Coeur Mining, Inc.",8.89,$2.17B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",10.94,$297.88M,2006,n/a,n/a,https://old.nasdaq.com/symbol/fof
CNS,Cohen & Steers Inc,59.12,$2.82B,2004,Finance,Investment Managers,https://old.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",24.73,$2.31B,2004,n/a,n/a,https://old.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",24.13,$697.6M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",1.61,$43.31M,2013,n/a,n/a,https://old.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc.,11.03,$1.48B,2002,n/a,n/a,https://old.nasdaq.com/symbol/rqi
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",20.69,$984.48M,2003,n/a,n/a,https://old.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",25.89,$311M,2010,n/a,n/a,https://old.nasdaq.com/symbol/psf
PTA,Cohen & Steers Tax-Advantaged Preferred Securities,25.03,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/pta
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",11.96,$313.56M,1993,n/a,n/a,https://old.nasdaq.com/symbol/rfi
CRHC,Cohn Robbins Holdings Corp.,9.68,$1B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/crhc
CRHC.U,Cohn Robbins Holdings Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/crhc.u
CRHC.WS,Cohn Robbins Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/crhc.ws
CFX,Colfax Corporation,29.53,$3.5B,2008,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfx
CFXA,Colfax Corporation,126.32,n/a,2019,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/cfxa
CL,Colgate-Palmolive Company,83.03,$71.17B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,4.73,$149.1M,1989,n/a,n/a,https://old.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.3901,$46.03M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,9.32,$84.91M,1989,n/a,n/a,https://old.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.24,$120.1M,1987,n/a,n/a,https://old.nasdaq.com/symbol/cmu
CLA,Colonnade Acquisition Corp.,9.62,$240.5M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/cla
CLA.U,Colonnade Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/cla.u
CLA.WS,Colonnade Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cla.ws
CLNY,"Colony Capital, Inc.",3.75,$1.81B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clny
CLNY^G,"Colony Capital, Inc.",22.544,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^g
CLNY^H,"Colony Capital, Inc.",22.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^h
CLNY^I,"Colony Capital, Inc.",22.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^i
CLNY^J,"Colony Capital, Inc.",22.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clny^j
CLNC,"Colony Credit Real Estate, Inc.",5.58,$717.49M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clnc
CXP,"Columbia Property Trust, Inc.",10.43,$1.19B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",23.55,$374.25M,2009,n/a,n/a,https://old.nasdaq.com/symbol/stk
CCZ,Comcast Corporation,60.9721,n/a,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,44.95,$6.25B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cma
FIX,"Comfort Systems USA, Inc.",46.6,$1.7B,1997,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,19.29,$2.31B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",57.19,$3.06B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",9.61,$1.15B,2000,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,46.77,$1.06B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.15,$3.4B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,12.25,$3.28B,2020,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,8.36,$5.71B,2002,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),12.6,$3.45B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",12.15,$2.24B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccu
CODI,Compass Diversified ,17.56,$1.14B,2006,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/codi
CODI^A,Compass Diversified ,22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^a
CODI^B,Compass Diversified ,23.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^b
CODI^C,Compass Diversified ,24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/codi^c
CMP,"Compass Minerals International, Inc.",58.39,$1.98B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cmp
CRK,"Comstock Resources, Inc.",4.45,$1.03B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",36.07,$17.62B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,42.39,$8.32B,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,2.11,$91.6M,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm
CNMD,CONMED Corporation,80.3,$2.3B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/cnmd
COP,ConocoPhillips,29.19,$31.17B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cop
CCR,CONSOL Coal Resources LP,2.91,$80.58M,2015,Energy,Coal Mining,https://old.nasdaq.com/symbol/ccr
CEIX,CONSOL Energy Inc.,4.04,$105.18M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/ceix
ED,Consolidated Edison Inc,77.8,$26.02B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,185.78,$36B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stz.b
CSTM,Constellium SE,9.45,$1.3B,2013,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/cstm
TCS,Container Store (The),9.74,$492.41M,2013,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
CLR,"Continental Resources, Inc.",12.24,$4.47B,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",9.06,$900.37M,2013,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/vlrs
CTRA,"Contura Energy, Inc.",7.53,$137.87M,2018,Energy,Coal Mining,https://old.nasdaq.com/symbol/ctra
CTB,Cooper Tire & Rubber Company,36.58,$1.84B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,27.9,$471.41M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/cps
CTK,CooTek (Cayman) Inc.,4.76,$294.2M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ctk
CPA,"Copa Holdings, S.A.",51.16,$2.17B,2005,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,15.21,$676.76M,1995,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",6,$717.78M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",77.02,$6.13B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",3.64,$49.69M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",14.04,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/corr^a
CPLG,CorePoint Lodging Inc.,5.12,$297.78M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cplg
COR,CoreSite Realty Corporation,127.12,$5.44B,2010,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cor
CNR,"Cornerstone Building Brands, Inc.",8.08,$1.01B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cnr
GLW,Corning Incorporated,34.71,$26.52B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,1.98,$316.84M,2018,Transportation,Aerospace,https://old.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,24.5,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gyc
OFC,Corporate Office Properties Trust,23.06,$2.59B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ofc
CTVA,"Corteva, Inc.",33.7,$25.23B,2019,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ctva
CZZ,Cosan Limited,16.14,$3.73B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,5.8,$703.8M,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,23.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,23.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,24.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,24.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmre^e
COTY,Coty Inc.,4.08,$3.12B,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/coty
CUZ,Cousins Properties Incorporated,25.81,$3.83B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,10.69,$1.41B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/cva
CPF,CPB Inc.,13.43,$378.45M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cpf
CR,Crane Co.,52.83,$3.07B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,118.75,$9.43B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bap
CS,Credit Suisse Group,10.57,$25.6B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,1.24,$657.24M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,13.37,$983.15M,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/ceqp
CEQP^,Crestwood Equity Partners LP,6.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ceqp^
CRH,CRH PLC,37.94,$29.78B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,7.49,$44.94M,1992,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,14.34,$543.03M,2012,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,164.07,$70.76B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cci
CCK,"Crown Holdings, Inc.",95.13,$12.82B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",17.24,$652.67M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cry
CTS,CTS Corporation,29.34,$946.74M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/cts
CUBE,CubeSmart,33.45,$6.48B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cube
CUB,Cubic Corporation,57.64,$1.81B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",70.8,$4.45B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr
CULP,"Culp, Inc.",13.12,$161.35M,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp
CMI,Cummins Inc.,229.05,$33.9B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,8.03,$328.31M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,95.84,$3.98B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cw
SRV,Cushing MLP & Infrastructure Total Return Fund,16.25,$35.48M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srv
SZC,Cushing NextGen Infrastructure Income Fund,28.2215,$73.42M,2012,n/a,n/a,https://old.nasdaq.com/symbol/szc
CWK,Cushman & Wakefield plc,12.56,$2.77B,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/cwk
CUBB,"Customers Bancorp, Inc",25,n/a,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/cubb
CUBI,"Customers Bancorp, Inc",14.14,$446.19M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",24.3981,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",24.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",24.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",24.53,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,10.41,$1.05B,2007,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",0.6544,$72.63M,2011,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,64.95,$85B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvs
CELP,"Cypress Environmental Partners, L.P. ",1.92,$23.44M,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",70.61,$25.68B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/dhi
DEH,D8 Holdings Corp.,9.65,$416.16M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/deh
DEH.U,D8 Holdings Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/deh.u
DEH.WS,D8 Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/deh.ws
DAN,Dana Incorporated,14.59,$2.11B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan
DHR,Danaher Corporation,245.46,$174.37B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr
DHR^A,Danaher Corporation,1676.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dhr^a
DHR^B,Danaher Corporation,1402.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dhr^b
DAC,Danaos Corporation,9.33,$214.28M,2006,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,222.79,$77.4B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",102.12,$13.3B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,44.36,$7.18B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar
